Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore
Um Cadáver Para Sobreviver,(2016),"
Comedy, Drama, Fantasy            ",97 min,7.0,$4.21M,"96,898",64        
A Acompanhante,(IV) (2016),"
Comedy, Drama, Romance            ",88 min,6.0,,"10,788",
Sete Minutos Depois da Meia-Noite,(2016),"
Animation, Drama, Fantasy            ",108 min,7.5,$3.73M,"74,656",76        
Aliados,(2016),"
Action, Drama, Romance            ",124 min,7.1,$40.10M,"131,641",60        
A 5ª Onda,(2016),"
Action, Adventure, Drama            ",112 min,5.2,$34.92M,"93,762",33        
Irmão de Espião,(2016),"
Action, Adventure, Comedy            ",83 min,6.2,$6.86M,"85,660",44        
As Tartarugas Ninja: Fora das Sombras,(2016),"
Action, Adventure, Comedy            ",112 min,6.0,$82.05M,"79,882",40        
Hush: A Morte Ouve,(I) (2016),"
Horror, Thriller            ",82 min,6.6,,"87,818",67        
Festa da Salsicha,(2016),"
Animation, Adventure, Comedy            ",89 min,6.1,$97.69M,"165,264",66        
Quase 18,(2016),"
Comedy, Drama            ",104 min,7.3,$14.26M,"93,548",77        
A Seita Maligna,(I) (2016),"
Horror, Mystery, Sci-Fi            ",90 min,5.8,$0.15M,"27,151",62        
Beleza Oculta,(2016),"
Drama, Romance            ",97 min,6.8,$31.02M,"83,520",23        
A Autópsia,(2016),"
Horror, Mystery, Thriller            ",86 min,6.8,,"84,830",65        
Destino Especial,(2016),"
Drama, Mystery, Sci-Fi            ",112 min,6.6,$3.71M,"70,188",76        
Trolls,(2016),"
Animation, Adventure, Comedy            ",92 min,6.5,$153.71M,"65,688",56        
O Bebê de Bridget Jones,(2016),"
Comedy, Drama, Romance            ",123 min,6.5,$24.25M,"63,421",59        
Armas na Mesa,(2016),"
Drama, Thriller            ",132 min,7.5,$3.44M,"57,055",64        
O Dia do Atentado,(2016),"
Action, Crime, Drama            ",133 min,7.4,$31.89M,"80,471",69        
Resident Evil 6: O Capítulo Final,(2016),"
Action, Horror, Sci-Fi            ",107 min,5.5,$26.83M,"78,229",49        
Anjos da Noite: Guerras de Sangue,(2016),"
Action, Drama, Fantasy            ",91 min,5.8,$30.35M,"65,444",23        
Vizinhos 2,(2016),"
Comedy            ",92 min,5.7,$55.46M,"107,335",58        
Docinho da América,(2016),"
Adventure, Drama, Romance            ",163 min,7.0,$0.66M,"33,997",79        
Mulheres do Século 20,(2016),"
Comedy, Drama            ",119 min,7.3,$5.66M,"34,925",83        
Nerve: Um Jogo Sem Regras,(I) (2016),"
Adventure, Crime, Drama            ",96 min,6.5,$38.56M,"107,370",58        
Personal Shopper,(2016),"
Drama, Horror, Mystery            ",105 min,6.1,$1.31M,"33,104",77        
Perigo Próximo,(II) (2016),"
Comedy, Crime, Horror            ",89 min,6.5,$0.02M,"25,728",67        
Fome de Poder,(2016),"
Biography, Drama, History            ",115 min,7.2,$12.79M,"105,894",66        
Sing Street: Música e Sonho,(2016),"
Comedy, Drama, Music            ",106 min,8.0,$3.24M,"78,529",79        
Um Homem de Família,(2016),"
Drama            ",108 min,6.5,,"9,273",21        
Snowden: Herói ou Traidor,(2016),"
Biography, Crime, Drama            ",134 min,7.3,$21.59M,"125,380",58        
The Lighthouse,(I) (2016),"
Thriller            ",102 min,5.2,,548,58        
Zerando a Vida,(2016),"
Action, Adventure, Comedy            ",108 min,5.7,,"35,851",22        
Morgan: A Evolução,(2016),"
Action, Horror, Sci-Fi            ",92 min,5.8,$3.91M,"37,040",48        
Horas Decisivas,(2016),"
Action, Drama, History            ",117 min,6.7,$27.55M,"57,977",58        
Jack Reacher: Sem Retorno,(2016),"
Action, Thriller            ",118 min,6.1,$58.70M,"128,004",47        
Polícia em Poder da Máfia,(2016),"
Action, Crime, Thriller            ",115 min,6.3,$12.63M,"62,231",52        
Quando as Luzes se Apagam,(II) (2016),"
Drama, Horror, Mystery            ",81 min,6.3,$67.27M,"106,193",58        
O Lamento,(2016),"
Horror, Mystery, Thriller            ",156 min,7.4,,"39,844",81        
Terrifier,(2016),"
Horror, Thriller            ",82 min,5.6,,"11,053",
A Escolha,(I) (2016),"
Drama, Romance            ",111 min,6.6,$18.71M,"31,938",26        
Free Fire: O Tiroteio,(2016),"
Action, Comedy, Crime            ",91 min,6.4,$1.80M,"38,195",63        
O Bom Gigante Amigo,(2016),"
Adventure, Family, Fantasy            ",117 min,6.4,$55.48M,"72,355",66        
A Voz do Silêncio,(2016),"
Animation, Drama, Romance            ",130 min,8.2,,"32,580",78        
Spectral,(2016),"
Action, Mystery, Sci-Fi            ",107 min,6.3,,"46,429",
Águas Rasas,(2016),"
Drama, Horror, Thriller            ",86 min,6.3,$55.12M,"112,180",59        
Hot Bot: Uma Robô Em Minha Vida,(2016),"
Comedy, Sci-Fi            ",86 min,3.3,,"3,230",
Angry Birds: O Filme,(2016),"
Animation, Action, Comedy            ",97 min,6.3,$107.51M,"74,569",43        
Florence: Quem é Essa Mulher?,(2016),"
Biography, Comedy, Drama            ",111 min,6.8,$27.37M,"47,261",71        
Yoga Hosers,(2016),"
Action, Comedy, Fantasy            ",88 min,4.3,,"11,162",23        
Gênios do Crime,(I) (2016),"
Comedy, Crime            ",95 min,5.8,$17.36M,"47,363",47        
Kubo e as Cordas Mágicas,(2016),"
Animation, Action, Adventure            ",101 min,7.8,$48.02M,"110,355",84        
Grave,(2016),"
Drama, Horror            ",99 min,7.0,$0.51M,"53,537",81        
The Love Witch,(2016),"
Comedy, Horror, Romance            ",120 min,6.2,$0.23M,"10,743",82        
Filha de Deus,(III) (2016),"
Crime, Drama, Mystery            ",102 min,4.3,,"12,772",23        
A Era do Gelo: O Big Bang,(2016),"
Animation, Adventure, Comedy            ",94 min,5.7,$64.06M,"51,761",34        
"Meu Amigo, O Dragão",(2016),"
Action, Adventure, Comedy            ",102 min,6.7,$76.23M,"51,067",71        
Ouro,(I) (2016),"
Crime, Drama            ",120 min,6.7,$7.22M,"52,778",49        
Como Ser Solteira,(2016),"
Comedy, Drama, Romance            ",110 min,6.1,$46.84M,"76,957",51        
A Chefa,(2016),"
Comedy            ",99 min,5.4,$63.03M,"40,677",40        
Vizinhos Nada Secretos,(2016),"
Action, Comedy            ",105 min,5.9,$14.90M,"53,699",34        
Viking,(2016),"
Action, Drama, History            ",142 min,4.5,,"3,838",
Jackie,(V) (2016),"
Biography, Drama, History            ",100 min,6.7,$13.96M,"68,625",81        
Zoolander 2,(2016),"
Action, Comedy            ",101 min,4.7,$28.85M,"61,667",34        
A Luz Entre Oceanos,(2016),"
Drama, Romance            ",133 min,7.2,$12.55M,"48,463",60        
Kung Fu Panda 3,(2016),"
Animation, Action, Adventure            ",95 min,7.1,$143.53M,"123,091",66        
Os Olhos da Minha Mãe,(2016),"
Drama, Horror            ",76 min,6.2,$0.03M,"10,329",63        
A Promessa,(II) (2016),"
Action, Adventure, Drama            ",133 min,5.9,,"165,623",49        
Keanu: Cadê Meu Gato?!,(2016),"
Action, Comedy, Crime            ",100 min,6.3,$20.57M,"43,243",63        
"Popstar: Sem Parar, Sem Limites",(2016),"
Comedy, Music            ",87 min,6.7,$9.39M,"49,608",68        
Casamento Grego 2,(2016),"
Comedy, Romance            ",94 min,6.0,$59.69M,"26,857",37        
Colossal,(2016),"
Comedy, Drama, Fantasy            ",109 min,6.2,$3.02M,"54,305",70        
Terrordactyl,(2016),"
Action, Adventure, Comedy            ",95 min,4.2,,482,
Um Limite Entre Nós,(2016),"
Drama            ",139 min,7.2,$57.64M,"90,918",79        
Perfeitos Desconhecidos,(2016),"
Comedy, Drama            ",97 min,7.8,,"49,588",
Crimes Obscuros,(2016),"
Crime, Drama, Thriller            ",92 min,5.1,,"14,835",24        
31,(2016),"
Horror, Thriller            ",102 min,5.1,$0.78M,"16,800",35        
Branquinha,(2016),"
Crime, Drama            ",88 min,5.7,$0.20M,"8,313",65        
A Longa Caminhada de Billy Lynn,(2016),"
Action, Drama, Sport            ",113 min,6.2,$1.72M,"19,935",53        
Assassino a Preço Fixo 2: A Ressurreição,(2016),"
Action, Adventure, Thriller            ",98 min,5.7,$21.22M,"70,873",38        
Conexão Escobar,(2016),"
Biography, Crime, Drama            ",127 min,7.0,$15.43M,"63,808",66        
"Jovens, Loucos e Mais Rebeldes",(2016),"
Comedy            ",117 min,6.9,$3.37M,"49,215",83        
A Exceção,(2016),"
Drama, Romance, War            ",107 min,6.8,$0.61M,"9,467",60        
Rupture: Superando o Medo,(I) (2016),"
Horror, Sci-Fi, Thriller            ",102 min,4.8,,"5,691",35        
Fallen: O Filme,(II) (2016),"
Drama, Fantasy, Romance            ",91 min,5.4,,"12,455",47        
O Maior Amor do Mundo,(I) (2016),"
Comedy, Drama, Romance            ",118 min,5.7,$32.46M,"30,225",18        
As Faces de Toni Erdmann,(2016),"
Comedy, Drama            ",162 min,7.4,$1.48M,"40,262",93        
Café Society,(2016),"
Comedy, Drama, Romance            ",96 min,6.6,$11.10M,"65,599",64        
Milagres do Paraíso,(2016),"
Biography, Drama, Family            ",109 min,7.1,$61.69M,"18,758",44        
Imperium: Resistência Sem Líder,(2016),"
Biography, Crime, Drama            ",109 min,6.5,,"38,798",68        
O Sono da Morte,(2016),"
Drama, Fantasy, Horror            ",97 min,6.2,,"35,257",68        
O Último Capítulo,(2016),"
Horror, Mystery, Thriller            ",89 min,4.5,,"10,977",68        
Herança de Sangue,(2016),"
Action, Crime, Drama            ",88 min,6.4,,"54,530",66        
Mãos de Pedra,(2016),"
Biography, Drama, Sport            ",111 min,6.6,$4.71M,"13,703",54        
Cinquenta Tons de Preto,(2016),"
Comedy            ",92 min,3.5,$11.68M,"18,233",28        
O Cerco de Jadotville,(2016),"
Action, Biography, Drama            ",108 min,7.2,,"26,697",
Má Conduta,(2016),"
Crime, Drama, Mystery            ",106 min,5.3,,"14,152",24        
Amor & Amizade,(2016),"
Comedy, Drama, Romance            ",90 min,6.4,$14.01M,"21,853",87        
Papai Noel às Avessas 2,(2016),"
Comedy, Crime, Drama            ",92 min,5.6,$17.78M,"21,486",38        
A Lei da Noite,(2016),"
Action, Crime, Drama            ",129 min,6.4,$10.38M,"48,938",49        
12 Horas para Sobreviver: O Ano da Eleição,(2016),"
Action, Horror, Sci-Fi            ",108 min,6.0,$79.21M,"83,761",55        
Negócio das Arábias,(2016),"
Comedy, Drama, Romance            ",98 min,6.1,$4.20M,"37,697",58        
Elle,(I) (2016),"
Crime, Drama, Thriller            ",130 min,7.1,,"56,961",89        
A Escuridão,(I) (2016),"
Horror, Thriller            ",92 min,4.4,$10.73M,"12,927",27        
Jogo do Dinheiro,(2016),"
Crime, Drama, Thriller            ",98 min,6.5,$41.01M,"89,487",55        
Operação Anthropoid,(2016),"
Biography, History, Thriller            ",120 min,7.2,$2.96M,"40,007",59        
Ben-Hur,(2016),"
Action, Adventure, Drama            ",123 min,5.7,$26.41M,"39,370",38        
Um Estado de Liberdade,(2016),"
Action, Biography, Drama            ",139 min,6.9,$20.76M,"47,249",53        
Uma Beleza Fantástica,(2016),"
Comedy, Drama, Fantasy            ",100 min,6.9,$0.04M,"7,736",51        
"Eu, Daniel Blake",(2016),"
Drama            ",100 min,7.9,$0.26M,"47,136",78        
Versões de um Crime,(2016),"
Crime, Drama, Mystery            ",93 min,6.2,,"21,000",46        
Fora do Rumo,(2016),"
Action, Adventure, Comedy            ",107 min,5.7,$0.00M,"17,847",50        
Dia De Trabalho Mortal,(2016),"
Horror, Thriller            ",89 min,6.1,$10.16M,"40,438",44        
Brain on Fire,(2016),"
Biography, Drama            ",88 min,6.6,,"14,496",34        
Departamento Q: Uma Conspiração de Fé,(2016),"
Crime, Drama, Thriller            ",112 min,7.0,,"14,318",
Terror Birds,(2016),"
Action, Adventure, Comedy            ",87 min,3.4,,191,
War on Everyone,(2016),"
Action, Comedy, Crime            ",98 min,5.8,,"15,997",50        
Eu Sou a Fúria,(2016),"
Action, Crime, Drama            ",92 min,5.4,,"12,240",
Don't Fuck in the Woods,(2016),"
Horror            ",73 min,2.6,,968,
Pastoral Americana,(2016),"
Crime, Drama            ",108 min,6.1,$0.54M,"13,761",43        
A Bailarina,(2016),"
Animation, Adventure, Comedy            ",89 min,6.8,$24.70M,"17,878",48        
Uma Família de Dois,(2016),"
Comedy, Drama            ",118 min,7.4,,"19,536",
Amizades Improváveis,(2016),"
Comedy, Drama            ",97 min,7.3,,"51,711",55        
Regras Não Se Aplicam,(2016),"
Comedy, Drama, Romance            ",127 min,5.7,$3.65M,"8,461",60        
Maximum Ride,(I) (2016),"
Action, Adventure, Comedy            ",88 min,3.6,,"4,024",
Atentado em Paris,(2016),"
Action, Crime, Drama            ",92 min,6.3,$0.04M,"32,818",48        
Mr. Church,(2016),"
Comedy, Drama            ",104 min,7.6,$0.69M,"23,979",37        
Batman: A Piada Mortal,(2016),"
Animation, Action, Crime            ",76 min,6.4,$3.78M,"45,539",
King: Uma História de Vingança,(2016),"
Action, Crime, Drama            ",102 min,6.4,,"10,329",40        
Shin Gojira,(2016),"
Action, Adventure, Drama            ",120 min,6.7,$1.91M,"19,901",67        
Morando com o Medo,(2016),"
Horror, Thriller            ",88 min,5.1,,"5,270",
Vingança,(I) (2016),"
Action, Crime, Thriller            ",95 min,4.6,,"6,108",34        
O Fim do Dia,(2016),"
Action, Fantasy, Horror            ",105 min,5.4,,"4,527",
Brotherhood,(I) (2016),"
Crime, Drama, Thriller            ",104 min,6.0,,"3,353",
Special Correspondents,(2016),"
Comedy            ",101 min,5.8,,"17,674",36        
"Nerds, Bebidas e Curtição",(I) (2016),"
Comedy, Drama            ",86 min,6.1,,"8,643",
David Brent: a Vida na Estrada,(2016),"
Comedy, Music            ",96 min,6.3,,"16,741",54        
O Apartamento,(2016),"
Drama, Thriller            ",124 min,7.8,$2.40M,"44,595",85        
Por Trás dos Seus Olhos,(2016),"
Drama, Mystery, Romance            ",109 min,5.4,$0.22M,"9,471",43        
Um Motorista em Apuros,(2016),"
Comedy            ",92 min,5.0,,"4,067",38        
Miss Stevens,(2016),"
Comedy, Drama            ",86 min,6.6,$0.00M,"4,380",65        
Christine,(2016),"
Biography, Drama            ",119 min,6.9,$0.30M,"12,032",72        
Melanie - A Última Esperança,(2016),"
Drama, Horror, Sci-Fi            ",111 min,6.6,,"49,407",67        
Sameblod,(2016),"
Drama, History            ",110 min,7.3,,"5,266",79        
Winnetou & Old Shatterhand,(2016),"
Western            ",117 min,5.8,,813,
Floresta Maldita,(I) (2016),"
Horror, Mystery, Thriller            ",93 min,4.8,$26.58M,"37,651",34        
Ouija: Origem do Mal,(2016),"
Drama, Horror, Mystery            ",99 min,6.1,$34.90M,"49,780",65        
Uma Repórter em Apuros,(2016),"
Biography, Comedy, Drama            ",112 min,6.6,$23.05M,"47,340",57        
Bruxa de Blair,(2016),"
Horror, Mystery, Thriller            ",89 min,5.0,$20.78M,"38,667",47        
Monster Trucks,(2016),"
Action, Adventure, Comedy            ",104 min,5.6,$33.37M,"14,234",41        
Cegonhas,(2016),"
Animation, Adventure, Comedy            ",87 min,6.8,$72.68M,"52,427",56        
Aquarius,(I) (2016),"
Drama            ",146 min,7.5,$0.29M,"16,285",88        
Predadores do Amor,(2016),"
Crime, Drama, Thriller            ",108 min,6.5,,"9,002",73        
Campo Minado,(II) (2016),"
Drama, Fantasy, Thriller            ",106 min,5.9,,"14,110",40        
A Origem do Dragão,(2016),"
Action, Biography, Drama            ",95 min,5.5,$6.90M,"6,550",35        
Homens de Coragem,(2016),"
Action, Drama, History            ",128 min,5.2,,"10,223",30        
Negação,(II) (2016),"
Biography, Drama            ",109 min,6.7,$4.07M,"17,631",63        
Una,(2016),"
Drama, Romance            ",94 min,6.2,,"8,436",62        
Certas Mulheres,(2016),"
Drama            ",107 min,6.3,$1.03M,"10,850",82        
Refém do Medo,(I) (2016),"
Drama, Mystery, Thriller            ",91 min,4.7,$6.88M,"11,634",25        
ARQ,(2016),"
Action, Sci-Fi, Thriller            ",88 min,6.4,,"31,007",
Mashina lyubvi,(2016),"
Drama, Romance            ",79 min,4.4,,187,
Pedido de Amizade,(2016),"
Horror, Mystery, Thriller            ",92 min,5.3,$3.76M,"22,763",31        
Cabana do Inferno,(2016),"
Horror            ",99 min,3.7,,"8,340",14        
Flock of Dudes,(2016),"
Comedy            ",90 min,5.3,,870,36        
Kickboxer: A Vingança do Dragão,(2016),"
Action, Crime, Drama            ",90 min,4.9,,"9,793",37        
Coquetéis e Adolescentes,(2016),"
Drama, Thriller            ",88 min,5.8,,"4,876",
Lavender,(I) (2016),"
Drama, Thriller            ",92 min,5.3,,"5,254",46        
Sex Doll,(2016),"
Thriller            ",102 min,4.4,,"1,571",44        
Loving: Uma História de Amor,(2016),"
Biography, Drama, Romance            ",123 min,7.0,$7.70M,"29,278",79        
O Mestre dos Gênios,(2016),"
Biography, Drama            ",104 min,6.6,$1.36M,"16,419",56        
Nosso Fiel Traidor,(2016),"
Crime, Drama, Thriller            ",108 min,6.2,$3.15M,"18,748",57        
Julieta,(2016),"
Drama, Mystery, Romance            ",99 min,7.1,$1.49M,"26,324",73        
A Tartaruga Vermelha,(2016),"
Animation, Fantasy            ",80 min,7.5,$0.92M,"27,346",86        
Sob a Sombra,(2016),"
Drama, Horror, Thriller            ",84 min,6.9,$0.03M,"20,526",84        
Ficção Científica Volume Um: O Legado de Osiris,(2016),"
Action, Adventure, Drama            ",95 min,5.6,,"6,738",55        
Handsome Devil,(2016),"
Comedy, Drama, Sport            ",95 min,7.1,,"8,884",60        
The Last Face,(2016),"
Drama, Romance            ",130 min,4.8,,"4,103",16        
Sua Melhor História,(2016),"
Comedy, Drama, Romance            ",117 min,6.8,$3.60M,"16,119",76        
Top Model,(I) (2016),"
Drama            ",105 min,5.8,,"3,305",58        
Katie Says Goodbye,(2016),"
Drama            ",88 min,6.7,,"1,210",53        
Quase Amigos,(2016),"
Comedy, Drama            ",101 min,5.9,,"3,224",
Apesar de Tudo,(2016),"
Drama, Mystery, Romance            ",93 min,5.8,,"2,106",33        
Sangue Pela Glória,(2016),"
Biography, Drama, Sport            ",117 min,6.8,$4.85M,"23,071",62        
Blue Jay,(I) (2016),"
Drama, Romance            ",80 min,7.3,$0.01M,"11,574",69        
Brakes,(I) (2016),"
Comedy            ",88 min,4.9,,179,
A Dark Song,(2016),"
Drama, Fantasy, Horror            ",100 min,6.1,,"12,375",71        
No Vale da Violência,(2016),"
Action, Western            ",104 min,6.0,$0.05M,"14,092",64        
Um Monstro no Caminho,(2016),"
Drama, Fantasy, Horror            ",91 min,5.4,,"14,300",69        
Buster's Mal Heart,(2016),"
Drama, Mystery, Thriller            ",96 min,6.1,$0.07M,"6,583",63        
A História Real de um Assassino Falso,(2016),"
Action, Comedy, Crime            ",98 min,5.9,,"18,255",37        
Feriados,(2016),"
Fantasy, Horror, Mystery            ",105 min,5.1,,"9,339",50        
Policial em Apuros 2,(2016),"
Action, Comedy, Crime            ",102 min,5.9,$91.22M,"50,597",32        
Vida Dupla,(2016),"
Drama, Thriller            ",112 min,5.7,,"7,386",46        
High Strung,(2016),"
Drama, Music, Romance            ",96 min,6.4,$0.05M,"7,833",48        
