Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore
Rudy,(1993),"
Biography, Drama, Sport            ",114 min,7.5,$22.75M,"52,384",71        
O Anjo Malvado,(1993),"
Drama, Thriller            ",87 min,6.4,$44.59M,"34,714",45        
Cônicos & Cômicos,(1993),"
Comedy, Sci-Fi            ",88 min,5.3,$21.27M,"48,448",49        
As Tartarugas Ninja III,(1993),"
Action, Adventure, Comedy            ",96 min,4.8,$42.66M,"29,444",40        
Kalifornia: Uma Viagem ao Inferno,(1993),"
Crime, Drama, Thriller            ",117 min,6.7,$2.40M,"48,887",49        
Uma Noiva e Tanto,(1993),"
Comedy, Romance            ",93 min,6.4,$11.59M,"31,823",
Na Linha de Fogo,(1993),"
Action, Crime, Drama            ",128 min,7.2,$102.31M,"87,472",74        
Ninja Scroll,(1993),"
Animation, Action, Adventure            ",94 min,7.9,,"32,661",
A Liberdade é Azul,(1993),"
Drama, Music, Mystery            ",94 min,7.9,$1.32M,"81,461",85        
Um Mundo Perfeito,(1993),"
Crime, Drama, Thriller            ",138 min,7.6,$31.16M,"69,751",71        
O Dossiê Pelicano,(1993),"
Crime, Drama, Mystery            ",141 min,6.6,$100.77M,"72,337",50        
Dragão: A História de Bruce Lee,(1993),"
Action, Biography, Drama            ",120 min,7.0,$35.11M,"26,065",
Anjos Assassinos,(1993),"
Drama, History, War            ",271 min,7.7,$10.77M,"24,987",
Paixão sem Limite,(1993),"
Drama, Thriller            ",89 min,5.8,$13.61M,"15,304",
Quanto Mais Idiota Melhor 2,(1993),"
Comedy, Music            ",95 min,6.2,$48.20M,"73,819",60        
O Duende,(1993),"
Comedy, Fantasy, Horror            ",92 min,4.8,$8.56M,"21,659",17        
Freaklândia: O Parque dos Horrores,(1993),"
Comedy, Sci-Fi            ",86 min,6.4,$0.03M,"5,774",
Short Cuts - Cenas da Vida,(1993),"
Comedy, Drama            ",188 min,7.7,$6.11M,"40,461",79        
Stalingrado - A Batalha Final,(1993),"
Drama, War            ",134 min,7.5,$0.08M,"29,046",
Encaixotando Helena,(1993),"
Drama, Mystery, Romance            ",107 min,4.7,$1.80M,"10,989",26        
Surfistas Ninjas,(1993),"
Action, Adventure, Comedy            ",87 min,5.1,$4.92M,"7,337",
O Alvo,(1993),"
Action, Adventure, Drama            ",97 min,6.2,$32.59M,"41,969",
Benny & Joon: Corações em Conflito,(1993),"
Comedy, Drama, Romance            ",98 min,7.2,$23.20M,"52,612",57        
"Um Sonho, Dois Amores",(1993),"
Comedy, Drama, Music            ",116 min,6.4,$1.03M,"6,813",
RoboCop 3,(1993),"
Action, Crime, Sci-Fi            ",104 min,4.1,$10.70M,"43,752",40        
Tina - A Verdadeira História de Tina Turner,(1993),"
Biography, Drama, Music            ",118 min,7.3,$39.10M,"16,084",
Os Últimos Rebeldes,(1993),"
Drama, Music            ",112 min,6.8,$5.63M,"14,904",39        
"Dave, Presidente por um Dia",(1993),"
Comedy, Romance            ",110 min,6.8,$63.27M,"46,834",76        
Sol Nascente,(1993),"
Action, Crime, Drama            ",125 min,6.2,$63.10M,"40,453",56        
O Genro dos Meus Sonhos,(1993),"
Comedy, Drama, Romance            ",95 min,5.8,$36.45M,"16,598",
Seis Graus de Separação,(1993),"
Comedy, Drama, Mystery            ",112 min,6.8,$6.41M,"19,033",72        
The Program,(1993),"
Action, Drama, Romance            ",112 min,6.5,$23.00M,"8,647",
Batman: A Máscara do Fantasma,(1993),"
Animation, Action, Adventure            ",76 min,7.8,$5.62M,"40,013",
A Assassina,(1993),"
Action, Crime, Drama            ",109 min,6.1,$30.04M,"23,893",
Sem Medo no Coração,(1993),"
Drama, Romance            ",109 min,6.0,$27.52M,"11,735",51        
Manobra Super Radical,(1993),"
Adventure, Comedy, Sport            ",91 min,6.3,$2.85M,"6,034",
Trocas Macabras,(1993),"
Crime, Drama, Fantasy            ",120 min,6.3,$15.19M,"21,224",43        
Jason vai para o Inferno: A Última Sexta-Feira,(1993),"
Fantasy, Horror, Thriller            ",87 min,4.3,$15.94M,"26,271",17        
A Volta dos Mortos Vivos 3,(1993),"
Horror            ",97 min,5.9,$0.05M,"12,967",47        
O Clube da Felicidade e da Sorte,(1993),"
Drama            ",139 min,7.7,$32.86M,"14,363",84        
Arizona Dream: Um Sonho Americano,(1993),"
Comedy, Drama, Fantasy            ",142 min,7.4,$0.11M,"39,401",
Os Invasores de Corpos: A Invasão Continua,(1993),"
Horror, Sci-Fi            ",87 min,5.9,$0.43M,"15,880",65        
Bad Boy Bubby,(1993),"
Comedy, Crime, Drama            ",114 min,7.4,,"11,666",
Vencer ou Morrer,(1993),"
Action, Drama, Romance            ",94 min,5.7,$22.19M,"20,719",
Um Misterioso Assassinato em Manhattan,(1993),"
Comedy, Mystery            ",104 min,7.4,$11.29M,"35,961",
Garotas do Outro Mundo,(1993),"
Comedy, Sci-Fi            ",75 min,3.6,,741,
Cronos,(1993),"
Horror            ",94 min,6.7,$0.62M,"25,286",70        
Morrendo e Aprendendo,(1993),"
Comedy, Drama, Fantasy            ",104 min,6.9,$16.58M,"15,427",
Terra das Sombras,(1993),"
Biography, Drama, Romance            ",131 min,7.3,$25.84M,"16,155",
Olha Quem Está Falando Agora!,(1993),"
Comedy, Family, Romance            ",96 min,4.4,$10.34M,"26,507",
O Silêncio do Lago,(1993),"
Drama, Horror, Mystery            ",109 min,6.3,$14.54M,"22,085",49        
Matinee: Uma Sessão Muito Louca,(1993),"
Comedy, Drama            ",99 min,6.8,$9.53M,"8,816",
Malícia,(1993),"
Crime, Mystery, Thriller            ",107 min,6.4,$46.04M,"21,481",52        
A Casa dos Espíritos,(1993),"
Drama, Romance            ",140 min,6.9,$6.27M,"19,910",
Lances Inocentes,(1993),"
Biography, Drama            ",109 min,7.4,$7.27M,"27,855",89        
Uma Jogada do Destino,(1993),"
Action, Crime, Drama            ",110 min,6.6,$12.14M,"14,550",46        
Máquina Quase Mortífera,(1993),"
Action, Comedy, Crime            ",84 min,6.2,$27.98M,"42,910",
Esporte Sangrento,(1993),"
Action, Drama            ",99 min,6.6,$3.27M,"5,385",
The Thief and the Cobbler,(1993),"
Animation, Action, Adventure            ",90 min,7.1,$0.67M,"3,315",
Sem Medo de Viver,(1993),"
Drama, Thriller            ",122 min,7.1,$7.00M,"20,239",
Zona de Perigo,(1993),"
Action, Crime, Mystery            ",102 min,5.8,$23.80M,"38,651",
"Adeus, Minha Concubina",(1993),"
Drama, Music, Romance            ",171 min,8.1,$5.22M,"23,083",
O Pequeno Buda,(1993),"
Drama            ",123 min,6.1,$4.86M,"14,842",
O Sangue de Romeo,(1993),"
Crime, Drama, Romance            ",110 min,6.6,$3.28M,"12,566",
Um Amor de Verdade,(1993),"
Comedy, Romance            ",98 min,5.9,$3.13M,"2,963",
Uma Mulher Para Dois,(1993),"
Comedy, Crime, Drama            ",97 min,6.2,$11.08M,"19,640",71        
Beethoven 2,(1993),"
Comedy, Family, Romance            ",89 min,4.9,$53.35M,"24,419",
Necronomicon - O Livro Proibido dos Mortos,(1993),"
Horror            ",96 min,5.8,,"5,197",
Parceiros do Crime,(1993),"
Crime, Thriller            ",96 min,6.5,$0.42M,"19,141",
O Homem sem Face,(1993),"
Drama            ",115 min,6.7,$24.76M,"26,589",62        
Coração Indomável,(1993),"
Comedy, Drama, Romance            ",102 min,6.8,$18.90M,"12,148",
As Aventuras de Huck Finn,(1993),"
Adventure, Comedy, Drama            ",108 min,6.2,$24.10M,"7,396",
Uma Nova Tocaia,(1993),"
Comedy, Crime            ",108 min,5.6,$20.21M,"12,574",
Dois Espiões e um Bebê,(1993),"
Comedy, Crime            ",90 min,6.1,$12.42M,"7,196",
"Sniper, O Atirador",(1993),"
Action, Thriller, War            ",98 min,6.1,$18.99M,"21,855",
O Melhor Verão de Nossas Vidas,(1993),"
Comedy, Drama, Romance            ",97 min,6.5,$14.90M,"4,953",
M. Butterfly,(1993),"
Drama, Romance            ",101 min,6.8,$1.50M,"8,153",43        
Ticks: O Ataque,(1993),"
Horror, Sci-Fi            ",85 min,5.4,,"3,641",
Kika,(1993),"
Comedy            ",114 min,6.6,$2.09M,"11,584",53        
Entre o Céu e a Terra,(1993),"
Action, Biography, Drama            ",140 min,6.8,$5.86M,"12,658",
Olhos de Serpente,(1993),"
Drama            ",108 min,5.7,$0.07M,"3,345",
Os Visitantes - Eles Não Nasceram Ontem!,(1993),"
Comedy, Fantasy            ",107 min,7.0,$0.70M,"30,361",
Feita por Encomenda,(1993),"
Comedy            ",111 min,5.0,$44.94M,"15,053",
Os Dinossauros Voltaram,(1993),"
Animation, Adventure, Comedy            ",72 min,6.1,$9.32M,"12,869",
A Mulher dos Meus Sonhos,(1993),"
Drama, Mystery, Thriller            ",103 min,6.2,$0.26M,"3,919",
O Inventor de Ilusões,(1993),"
Drama, History            ",103 min,7.5,$1.30M,"7,073",86        
O Bebê Santo de Mâcon,(1993),"
Drama, History            ",122 min,7.0,,"3,762",
A Flor Mortal,(1993),"
Mystery, Thriller            ",98 min,3.8,,"1,193",
À Sombra de um Disfarce,(1993),"
Crime, Drama, Thriller            ",108 min,6.6,,"5,921",
A Metade Negra,(1993),"
Horror, Mystery, Thriller            ",122 min,6.0,$9.58M,"15,007",53        
Aptas para Matar,(1993),"
Action, Thriller            ",97 min,3.9,,770,
Até as Vaqueiras Ficam Tristes,(1993),"
Comedy, Drama, Romance            ",95 min,4.4,$1.71M,"6,838",28        
Um Talento Muito Especial,(1993),"
Comedy, Family            ",91 min,5.6,$12.44M,"5,138",
Operação Kickbox 2 - Vencer ou Vencer,(1993),"
Action, Crime, Drama            ",101 min,5.6,$6.61M,"4,995",
Morte por Encomenda,(1993),"
Crime, Drama, Thriller            ",98 min,7.0,$2.50M,"19,058",79        
Adrenalina Máxima,(1993),"
Action, Comedy, Crime            ",94 min,7.5,,"16,424",
Gerônimo: Uma Lenda Americana,(1993),"
Drama, History, Western            ",115 min,6.5,$18.64M,"8,318",
Caminho de Pedras,(1993),"
Biography, Drama            ",104 min,7.1,$1.70M,"2,782",
"Aspen - Dinheiro, Sedução e Perigo",(1993),"
Drama, Romance, Sport            ",113 min,6.0,$8.04M,"2,622",
Wittgenstein,(1993),"
Biography, Comedy, Drama            ",72 min,6.9,,"2,082",
The Cement Garden,(1993),"
Drama            ",105 min,7.1,$0.32M,"4,240",
Minha Vida Louca,(1993),"
Crime, Drama            ",92 min,6.5,$3.27M,"1,838",
Viagem ao Grande Deserto,(1993),"
Adventure, Drama, Family            ",100 min,6.6,$12.89M,"3,203",
Baazigar,(1993),"
Crime, Drama, Musical            ",175 min,7.7,,"24,280",
Por Amor ou por Dinheiro,(1993),"
Comedy, Drama, Romance            ",96 min,6.2,$11.00M,"11,387",
Banquete de Casamento,(1993),"
Comedy, Drama, Romance            ",106 min,7.7,$6.93M,"13,144",
Sommersby: O Retorno de um Estranho,(1993),"
Drama, Mystery, Romance            ",114 min,6.2,$50.08M,"18,369",
Engano Mortal,(1993),"
Crime, Drama            ",98 min,4.0,$0.02M,"2,708",
Distração Fatal,(1993),"
Comedy, Crime, Thriller            ",91 min,5.8,$7.85M,"6,458",
Minha Vida,(1993),"
Drama            ",117 min,6.8,$27.48M,"10,048",
Corrosão - Ameaça em Seu Corpo,(1993),"
Horror, Comedy, Sci-Fi            ",81 min,5.2,,"2,247",
Warlock 2: O Armageddon,(1993),"
Action, Fantasy, Horror            ",98 min,5.4,$3.90M,"5,055",
O Grande Assalto,(1993),"
Crime, Drama, Thriller            ",105 min,5.5,$6.47M,"8,018",
The Hit List,(1993),"
Action, Thriller            ",93 min,5.5,,775,
Wide Sargasso Sea,(1993),"
Drama, Romance, Thriller            ",98 min,5.7,$1.61M,"1,817",
O Caçador de Encrencas,(1993),"
Action, Comedy, Crime            ",105 min,6.5,,"9,338",
Homem Meteoro,(1993),"
Action, Comedy, Fantasy            ",100 min,5.2,$8.02M,"7,380",
Alferd Packer: The Musical,(1993),"
Biography, Comedy, Musical            ",95 min,7.1,,"11,364",
Trauma,(1993),"
Horror, Mystery, Thriller            ",106 min,5.9,,"5,978",
Posse: A Vingança de Jessie Lee,(1993),"
Western            ",111 min,5.5,$18.29M,"3,778",
Enemy Gold,(1993),"
Action, Crime            ",92 min,4.3,,533,
Era uma Vez na Floresta,(1993),"
Animation, Adventure, Drama            ",71 min,6.5,$10.00M,"4,689",
O Senhor Babá,(1993),"
Action, Comedy, Family            ",84 min,3.8,$4.25M,"8,556",
"Namorado Gelado, Coração Quente!",(1993),"
Comedy, Fantasy, Horror            ",85 min,5.4,$3.34M,"4,073",
Carnossauro,(1993),"
Horror, Sci-Fi            ",83 min,3.6,$1.75M,"3,530",
A Força de um Passado,(1993),"
Drama, Mystery, Romance            ",126 min,6.2,$9.49M,"4,654",
Um Amor Assassino,(1993),"
Crime, Drama            ",91 min,5.2,$0.40M,694,
O Espírito do Silêncio,(1993),"
Drama, Horror, Western            ",102 min,5.3,$0.06M,"1,026",
Hard Hunted,(1993),"
Action, Adventure, Thriller            ",97 min,3.9,,734,
Enigma Mortal,(1993),"
Horror, Romance, Thriller            ",104 min,4.3,,"3,165",
A Exterminadora,(1993),"
Action, Adventure, Sci-Fi            ",90 min,4.8,,"1,801",
Um Tira e 1/2,(1993),"
Comedy, Crime, Family            ",97 min,4.1,$31.89M,"7,996",
Madadayo,(1993),"
Drama            ",134 min,7.3,$0.05M,"4,600",76        
Fuga Mortal,(1993),"
Action, Adventure, Crime            ",106 min,5.7,,"5,038",
CB4 - Uma História Sem Rap End,(1993),"
Comedy, Music            ",89 min,6.3,$17.95M,"8,362",49        
Uma Mulher Perigosa,(1993),"
Drama, Romance            ",102 min,5.8,$1.50M,"1,528",
Ambição Fatal,(1993),"
Drama, Thriller            ",96 min,5.3,$6.42M,"2,946",
Jung on zo,(1993),"
Action, Crime, Drama            ",107 min,6.8,$0.19M,"5,354",
Um Morto Muito Louco 2,(1993),"
Adventure, Comedy, Fantasy            ",97 min,4.8,$12.74M,"12,061",
"Tão Longe, Tão Perto",(1993),"
Drama, Fantasy, Romance            ",144 min,7.3,$0.81M,"7,097",
Max: Fidelidade Assassina,(1993),"
Comedy, Horror, Sci-Fi            ",87 min,5.2,$12.97M,"3,832",
Beretta's Island,(1993),"
Action, Adventure, Crime            ",97 min,2.6,,355,
Schramm,(1993),"
Horror            ",65 min,5.8,,"2,537",
Culpado como o Pecado,(1993),"
Crime, Drama, Thriller            ",107 min,5.6,$22.89M,"4,461",
Inferno Selvagem,(1993),"
Action, Adventure, Drama            ",87 min,3.5,,"2,357",
Dark Waters,(1993),"
Horror, Mystery            ",94 min,6.2,,"1,680",
O Príncipe Quebra-Nozes,(1993),"
Family, Fantasy, Music            ",92 min,5.8,$2.12M,"1,683",
Boiling Point: Em Ponto de Bala,(I) (1993),"
Action, Crime, Drama            ",92 min,4.9,$10.06M,"5,320",
Ovos de Ouro,(1993),"
Comedy, Drama            ",95 min,6.1,,"3,078",
Meus Amigos Dinossauros,(1993),"
Adventure, Comedy, Family            ",84 min,4.4,,"1,557",
Mestre Kam: A Lenda,(1993),"
Action, Crime, Drama            ",90 min,7.5,$14.68M,"14,871",79        
Cash: Em Busca do Dólar,(1993),"
Comedy, Drama            ",91 min,6.3,,"3,470",
Prisão do Inferno,(1993),"
Crime, Drama, Thriller            ",99 min,3.3,,"1,053",
Dias Amargos,(1993),"
Comedy, Drama            ",99 min,6.5,$5.15M,"3,779",
Intenções Perigosas,(1993),"
Drama, Thriller            ",100 min,5.3,,"1,416",
Paixão Assassina,(1993),"
Drama, Thriller            ",96 min,5.4,$0.87M,"2,851",
O Filho da Pantera Cor-de-Rosa,(1993),"
Comedy, Crime            ",93 min,3.9,$2.46M,"4,594",33        
Mr. Jones,(1993),"
Drama, Romance            ",114 min,5.8,$8.32M,"6,571",
Blink - Num Piscar de Olhos,(1993),"
Crime, Drama, Mystery            ",106 min,6.2,$16.70M,"7,425",
Josh e S.A.M. - Uma Aventura Sem Limites,(1993),"
Adventure, Comedy, Drama            ",96 min,5.7,$1.53M,"1,352",
Entre a Luz E as Trevas,(1993),"
Crime, Drama, History            ",112 min,6.7,$0.67M,"1,785",
Inferno Branco,(1993),"
Crime, Drama, Thriller            ",123 min,5.9,$18.27M,"3,915",
Emmanuelle 7,(1993),"
Comedy, Drama, Fantasy            ",90 min,3.4,,328,
Blue,(1993),"
Biography, Drama            ",79 min,7.3,$1.72M,"1,820",
Time Runner,(1993),"
Action, Adventure, Sci-Fi            ",90 min,4.3,,828,
Um Pai Fujão,(1993),"
Adventure, Comedy, Drama            ",95 min,4.9,$3.42M,"2,706",
Witchboard 2: The Devil's Doorway,(1993),"
Horror, Mystery            ",98 min,5.0,$0.17M,"1,417",
The Untold Story,(1993),"
Comedy, Crime, Horror            ",96 min,7.0,,"3,096",
Batalha de Honra,(1993),"
Action, Comedy, Drama            ",96 min,7.2,,"9,046",
Ed e sua Mãe Morta,(1993),"
Comedy, Horror            ",93 min,6.0,$0.00M,"1,743",
Sang gong lau yin,(1993),"
Action, Crime            ",82 min,6.1,,52,
O Cheiro do Papaia Verde,(1993),"
Drama, Music, Romance            ",104 min,7.3,$1.91M,"7,402",
O Sol do Paraíso,(1993),"
Drama, Romance            ",114 min,7.0,$1.00M,"2,274",
Dragon Ball Z: O Poder Invencível,(1993),"
Animation, Action, Sci-Fi            ",72 min,7.5,,"8,949",
Psycho Cop 2: O Retorno Maldito,(1993),"
Drama, Horror, Thriller            ",80 min,5.0,,"1,039",
Darr,(1993),"
Drama, Romance, Thriller            ",178 min,7.8,,"21,035",
A Última Luta,(1993),"
Action, Comedy, History            ",100 min,7.2,,"7,047",
Quem Não Herda... Fica na Mesma,(1993),"
Comedy, Crime            ",87 min,5.6,$3.25M,"3,870",
Noites de Terror,(1993),"
Horror            ",98 min,3.5,,"1,146",
Romance Arriscado,(1993),"
Comedy, Crime, Romance            ",91 min,4.5,$0.12M,289,
Who's the Man?,(1993),"
Comedy, Drama, Mystery            ",85 min,5.4,$11.30M,"8,356",
Não Chame a Polícia!,(1993),"
Comedy, Crime            ",96 min,5.7,$9.75M,"8,193",
O Enigma das Cartas,(1993),"
Drama            ",109 min,6.3,$0.32M,"2,483",
O Processo,(1993),"
Drama, Thriller            ",120 min,6.0,,"2,078",
Totally F***ed Up,(1993),"
Comedy, Drama, Romance            ",78 min,6.3,$0.10M,"2,512",62        
Kreola,(1993),"
Drama            ",87 min,3.9,,105,
Os Franco Atiradores,(1993),"
Action, Comedy, Crime            ",94 min,5.3,$3.41M,"3,132",
Pecados do Desejo,(1993),"
Crime, Thriller            ",87 min,4.2,,370,
Nu em Nova York,(1993),"
Comedy, Romance            ",95 min,5.6,$1.04M,"1,466",
Showdown - A Hora de Vencer,(I) (1993),"
Action            ",100 min,5.2,,801,
O Fantasma da Máquina,(1993),"
Horror, Sci-Fi, Thriller            ",95 min,4.5,$5.09M,"3,123",
Ação Mutante,(1993),"
Comedy, Sci-Fi            ",90 min,6.5,,"4,587",
"Ethan Frome, um Amor para Sempre",(1993),"
Drama, Romance            ",99 min,6.2,$0.30M,"1,922",
"Clean, Shaven",(1993),"
Crime, Drama, Thriller            ",79 min,7.1,,"4,997",
Chuva de Pedras,(1993),"
Drama, Comedy            ",90 min,7.4,$0.09M,"3,864",
Private Lessons II,(1993),"
Comedy, Drama, Romance            ",85 min,4.6,,87,
A Garota do Calendário,(1993),"
Comedy, Drama            ",90 min,5.1,$2.57M,"2,058",
Produzindo Sedução,(1993),"
Comedy            ",88 min,3.4,,260,
"Police Story 3, Parte 2: Policial Acima de Tudo",(1993),"
Action, Comedy, Crime            ",104 min,6.1,,"3,455",
"Dinheiro, pra que Dinheiro?",(1993),"
Comedy, Crime, Drama            ",100 min,5.8,$1.04M,"3,574",
A Guerra dos Robôs,(1993),"
Action, Sci-Fi            ",69 min,4.2,,904,
Destino Fatal,(1993),"
Drama, Thriller            ",83 min,4.8,,81,
O Renascer de uma Mulher,(1993),"
Comedy, Romance            ",100 min,5.2,$17.95M,"3,578",
As Amantes,(1993),"
Comedy, Romance            ",102 min,5.5,$5.50M,"1,831",
A Idade da Violência,(1993),"
Crime, Drama            ",104 min,5.7,,"2,342",
Skinner - O Mutilador,(1993),"
Horror            ",88 min,4.9,,609,
The Bikini Carwash Company II,(1993),"
Comedy            ",89 min,3.3,,601,
Gekijô-ban - Bishôjo senshi Sêrâ Mûn R,(1993),"
Animation, Action, Comedy            ",61 min,7.8,,"2,081",
Morango E Chocolate,(1993),"
Comedy, Drama, Romance            ",108 min,7.4,$2.08M,"5,066",
Alguém Para Dividir os Sonhos,(1993),"
Drama            ",103 min,7.2,$0.06M,"2,226",
Things,(1993),"
Horror            ",81 min,3.4,,132,
Ordinary Magic,(1993),"
Drama            ",103 min,6.1,,244,
Recordações,(1993),"
Drama, Romance            ",123 min,7.1,$0.23M,"2,699",
Segredos da Noite,(1993),"
Crime, Thriller            ",85 min,5.0,,190,
Dirty Weekend,(1993),"
Crime, Drama, Thriller            ",102 min,5.0,,555,
O Inocente,(1993),"
Drama            ",119 min,5.6,$0.55M,"1,422",
Proibido Amar,(1993),"
Comedy, Drama            ",114 min,6.8,$9.29M,"2,490",
(Sökarna),(1993),"
Action, Crime, Drama            ",108 min,4.7,,"2,006",
Germinal,(1993),"
Drama, Romance            ",160 min,7.1,$0.38M,"4,422",
O Fogo da Paixão,(1993),"
Comedy, Fantasy            ",109 min,5.5,$0.08M,"1,438",
Sunes sommar,(1993),"
Comedy, Family            ",83 min,6.9,,"3,757",
Fear of a Black Hat,(1993),"
Comedy, Music            ",88 min,7.2,$0.24M,"3,710",
Maya,(1993),"
Drama, Mystery, Romance            ",130 min,5.3,,"1,967",
Corpos em Movimento,(1993),"
Drama            ",95 min,5.7,$0.76M,"2,093",
Desejo Assassino,(1993),"
Drama, Romance, Thriller            ",93 min,4.9,,417,
Gojira vs. Mekagojira,(1993),"
Action, Adventure, Drama            ",108 min,6.6,,"3,994",
Caro Diário,(1993),"
Biography, Comedy, Drama            ",100 min,7.3,$0.47M,"6,650",
Vortice mortale,(1993),"
Drama, Thriller, Horror            ",90 min,5.3,,502,
Tortura Silenciosa,(1993),"
Thriller            ",97 min,5.0,$5.68M,"1,026",
Manichitrathazhu,(1993),"
Comedy, Horror, Musical            ",169 min,8.7,,"7,313",
Paixão Perigosa,(1993),"
Thriller            ",88 min,4.8,,"1,152",
Olhos Noturnos 3,(1993),"
Drama, Thriller            ",97 min,4.1,,423,
Shootfighter: Fight to the Death,(1993),"
Action            ",100 min,5.4,,980,
American Yakuza,(1993),"
Action, Crime, Drama            ",96 min,5.7,,"2,179",
American Ninja 5: O Pequeno Ninja,(1993),"
Action, Comedy, Romance            ",102 min,2.9,,"3,661",
